normalized_name,source,identifier,n_papers_total,years_active,annual_counts,annual_norm,mean_norm_freq,trend_slope,cas,cas_method
phusion polymerase,NEB,Cat# M0530S,8,"2019,2020,2021,2022,2024,2025","{""2019"": 1, ""2020"": 1, ""2021"": 1, ""2022"": 1, ""2024"": 2, ""2025"": 2}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00156, ""2024"": 0.004598, ""2025"": 0.003656}",0.002397,0.00048695,,not_found
neutravidin protein,Thermo Fisher Scientific,Cat# 31000,5,"2019,2020,2023,2024","{""2019"": 1, ""2020"": 1, ""2023"": 1, ""2024"": 2}","{""2019"": 0.001698, ""2020"": 0.001531, ""2023"": 0.001742, ""2024"": 0.004598}",0.002392,0.00044505,,not_found
simvastatin,Sigma,Cat#LKT-S3449-M,6,"2017,2019,2021,2022,2023,2025","{""2017"": 1, ""2019"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2025"": 1}","{""2017"": 0.006173, ""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2025"": 0.001828}",0.00239,-0.00044375,79902-63-9,name
linoleic acid,Sigma,Cat# L1012,7,"2020,2021,2022,2024,2025","{""2020"": 1, ""2021"": 1, ""2022"": 2, ""2024"": 1, ""2025"": 2}","{""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00312, ""2024"": 0.002299, ""2025"": 0.003656}",0.002389,0.00037134,60-33-3,sigma_sid
25% glutaraldehyde,Electron Microscopy Sciences,16220,5,"2018,2019,2022,2025","{""2018"": 1, ""2019"": 1, ""2022"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2019"": 0.001698, ""2022"": 0.00156, ""2025"": 0.003656}",0.002388,0.00016247,,not_found
geneticin selective antibiotic,Thermo Fisher Scientific,Cat# 10131035,8,"2018,2020,2021,2022,2024,2025","{""2018"": 1, ""2020"": 1, ""2021"": 1, ""2022"": 3, ""2024"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00468, ""2024"": 0.002299, ""2025"": 0.001828}",0.002386,-3.04e-06,,not_found
human fgf-basic,PeproTech,Cat#100-18B,7,"2020,2021,2022,2024,2025","{""2020"": 2, ""2021"": 1, ""2022"": 1, ""2024"": 1, ""2025"": 2}","{""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.003656}",0.002383,0.00019394,,not_found
glutamate,Sigma,Cat# PHR1007,9,"2019,2020,2021,2022,2023,2025","{""2019"": 2, ""2020"": 1, ""2021"": 2, ""2022"": 2, ""2023"": 1, ""2025"": 1}","{""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00312, ""2023"": 0.001742, ""2025"": 0.001828}",0.002382,-0.00016866,69-65-8,sigma_sid
protease and phosphatase inhibitor,Thermo Scientific,Cat# 78415,6,"2018,2019,2023,2024,2025","{""2018"": 1, ""2019"": 2, ""2023"": 1, ""2024"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.001828}",0.002381,-0.00016845,,not_found
trypan blue stain,Gibco,Cat# T10282,6,"2018,2022,2023,2024,2025","{""2018"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002379,6.837e-05,,not_found
luciferase assay reagent,Promega,CAT#: E1483,7,"2019,2020,2022,2023,2024","{""2019"": 1, ""2020"": 3, ""2022"": 1, ""2023"": 1, ""2024"": 1}","{""2019"": 0.001698, ""2020"": 0.004594, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299}",0.002379,-0.00018515,,not_found
emem,Sigma-Aldrich,Cat# M4655-500ML,7,"2021,2022,2023,2024,2025","{""2021"": 1, ""2022"": 3, ""2023"": 1, ""2024"": 1, ""2025"": 1}","{""2021"": 0.001339, ""2022"": 0.00468, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.001828}",0.002378,-0.00014024,,not_found
sodium acrylate,Sigma-Aldrich,408220,5,"2021,2023,2024,2025","{""2021"": 1, ""2023"": 1, ""2024"": 2, ""2025"": 1}","{""2021"": 0.001339, ""2023"": 0.001742, ""2024"": 0.004598, ""2025"": 0.001828}",0.002377,0.00036571,7446-81-3,name
sp6 rna polymerase,New England Biolabs,Cat#M0207,5,"2018,2020,2023,2025","{""2018"": 1, ""2020"": 1, ""2023"": 2, ""2025"": 1}","{""2018"": 0.002639, ""2020"": 0.001531, ""2023"": 0.003484, ""2025"": 0.001828}",0.002371,3.21e-06,,not_found
rnasin plus,Promega,Cat#N2615,7,"2021,2022,2023,2024,2025","{""2021"": 2, ""2022"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 1}","{""2021"": 0.002677, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.001828}",0.00237,-9.597e-05,,not_found
human ace2-fc,This paper,GenBank: BAB40370.1 & AAC82527.1,5,"2020,2021,2022","{""2020"": 1, ""2021"": 3, ""2022"": 1}","{""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00156}",0.002369,1.433e-05,,not_found
mem non-essential amino acid solution,Sigma-Aldrich,Cat#11140050,8,"2018,2020,2021,2022,2023,2025","{""2018"": 1, ""2020"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 2, ""2025"": 2}","{""2018"": 0.002639, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.003484, ""2025"": 0.003656}",0.002368,0.00022381,,not_found
mgatp,Sigma-Aldrich,Cat#A9187,6,"2018,2019,2021,2022,2024","{""2018"": 1, ""2019"": 1, ""2021"": 1, ""2022"": 1, ""2024"": 2}","{""2018"": 0.002639, ""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00156, ""2024"": 0.004598}",0.002367,0.00028108,1476-84-2,name
"4’,6-diamidino-2-phenylindole dihydrochloride",Sigma Aldrich,Cat# D9542,5,"2018,2019,2022,2025","{""2018"": 1, ""2019"": 2, ""2022"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2022"": 0.00156, ""2025"": 0.001828}",0.002356,-0.00019447,28718-90-3,sigma_sid
streptomycin sulfate,Sigma-Aldrich,S-150-50,8,"2019,2021,2022,2023,2024,2025","{""2019"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 3}","{""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.005484}",0.002354,0.00049945,3810-74-0,name
supersignal west dura extended duration substrate,Thermo Fisher Scientific,CAT# 34076,7,"2019,2021,2022,2024,2025","{""2019"": 2, ""2021"": 2, ""2022"": 1, ""2024"": 1, ""2025"": 1}","{""2019"": 0.003396, ""2021"": 0.002677, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.001828}",0.002352,-0.00022517,,not_found
lipofectamine™ 2000 transfection reagent,Invitrogen,Cat# 11668019,6,"2020,2021,2022,2024","{""2020"": 1, ""2021"": 3, ""2022"": 1, ""2024"": 1}","{""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00156, ""2024"": 0.002299}",0.002352,-1.481e-05,,not_found
prolong ™ diamond antifade mountant with dapi,Thermo Fisher Scientific,Cat# P36962,5,"2019,2023,2024,2025","{""2019"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2019"": 0.001698, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002349,0.00024911,,not_found
recombinant human fgf2,R&D Systems,104–02,5,"2019,2023,2024,2025","{""2019"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2019"": 0.001698, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002349,0.00024911,,not_found
ni-nta agarose resin,QIAGEN,Cat# 30230,6,"2019,2020,2021,2023","{""2019"": 1, ""2020"": 1, ""2021"": 2, ""2023"": 2}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.002677, ""2023"": 0.003484}",0.002348,0.00050164,,not_found
inosine,Sigma-Aldrich,I4125,5,"2019,2020,2022,2024","{""2019"": 1, ""2020"": 1, ""2022"": 1, ""2024"": 2}","{""2019"": 0.001698, ""2020"": 0.001531, ""2022"": 0.00156, ""2024"": 0.004598}",0.002347,0.00054776,58-63-9,sigma_sid
5-bromouridine,Sigma,850187,5,"2018,2020,2022,2025","{""2018"": 1, ""2020"": 1, ""2022"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2020"": 0.001531, ""2022"": 0.00156, ""2025"": 0.003656}",0.002347,0.00016418,957-75-5,name
recombinant human hgf,Peprotech,Cat# 100-39H,7,"2019,2020,2021,2024,2025","{""2019"": 2, ""2020"": 1, ""2021"": 2, ""2024"": 1, ""2025"": 1}","{""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.002677, ""2024"": 0.002299, ""2025"": 0.001828}",0.002346,-0.00013054,,not_found
revertaid reverse transcriptase,Thermo Scientific,Cat# EP0442,7,"2020,2021,2022,2024,2025","{""2020"": 1, ""2021"": 2, ""2022"": 1, ""2024"": 1, ""2025"": 2}","{""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.003656}",0.002345,0.00029865,,not_found
power sybr green master mix,Thermo Fisher,Cat#4367659,6,"2020,2021,2022,2025","{""2020"": 1, ""2021"": 1, ""2022"": 3, ""2025"": 1}","{""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00468, ""2025"": 0.001828}",0.002345,7.736e-05,,not_found
hcl,Sigma,H/1200/PB17,10,"2019,2020,2021,2022,2023,2024,2025","{""2019"": 1, ""2020"": 1, ""2021"": 3, ""2022"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.001828}",0.002345,4.979e-05,7647-01-0,name
1-bromo-3-chloropropane,Sigma Aldrich,Cat# B62404,5,"2018,2021,2023,2025","{""2018"": 1, ""2021"": 1, ""2023"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2021"": 0.001339, ""2023"": 0.001742, ""2025"": 0.003656}",0.002344,0.00011821,109-70-6,name
il-12,Peprotech,Cat# 210-12,5,"2018,2021,2023,2025","{""2018"": 1, ""2021"": 1, ""2023"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2021"": 0.001339, ""2023"": 0.001742, ""2025"": 0.003656}",0.002344,0.00011821,,not_found
ecorv-hf,NEB,Cat# R3195S,5,"2019,2021,2023,2024","{""2019"": 1, ""2021"": 1, ""2023"": 1, ""2024"": 2}","{""2019"": 0.001698, ""2021"": 0.001339, ""2023"": 0.001742, ""2024"": 0.004598}",0.002344,0.00046438,,not_found
propylene oxide,Electron Microscopy Sciences,Cat# 82320,7,"2019,2020,2022,2023,2025","{""2019"": 1, ""2020"": 2, ""2022"": 1, ""2023"": 1, ""2025"": 2}","{""2019"": 0.001698, ""2020"": 0.003063, ""2022"": 0.00156, ""2023"": 0.001742, ""2025"": 0.003656}",0.002344,0.00016824,75-56-9,name
xylenes,Sigma-Aldrich,Cat# X3P-1GAL,8,"2018,2020,2021,2023,2024,2025","{""2018"": 1, ""2020"": 1, ""2021"": 3, ""2023"": 1, ""2024"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2020"": 0.001531, ""2021"": 0.004016, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.001828}",0.002343,-9.951e-05,,not_found
peptides,ProteoGenix SAS,Custom,8,"2018,2019,2020,2022,2023,2025","{""2018"": 1, ""2019"": 1, ""2020"": 3, ""2022"": 1, ""2023"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.004594, ""2022"": 0.00156, ""2023"": 0.001742, ""2025"": 0.001828}",0.002343,-0.00016914,,not_found
cell-tak,Corning,Cat #354240,6,"2019,2020,2021,2022","{""2019"": 2, ""2020"": 2, ""2021"": 1, ""2022"": 1}","{""2019"": 0.003396, ""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00156}",0.002339,-0.00072307,,not_found
acetylcholine chloride,Sigma-Aldrich,Cat#: A6625; CAS#: 60-31-1,7,"2019,2020,2021,2022,2024","{""2019"": 2, ""2020"": 1, ""2021"": 1, ""2022"": 2, ""2024"": 1}","{""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00312, ""2024"": 0.002299}",0.002337,-4.343e-05,60-31-1,name
3-methyladenine,Sigma-Aldrich,M9281,6,"2020,2021,2022,2025","{""2020"": 2, ""2021"": 1, ""2022"": 2, ""2025"": 1}","{""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00312, ""2025"": 0.001828}",0.002337,-0.00014141,5142-23-4,sigma_sid
taxol,Sigma,Cat# PHL89806,7,"2018,2020,2021,2022,2023","{""2018"": 1, ""2020"": 2, ""2021"": 2, ""2022"": 1, ""2023"": 1}","{""2018"": 0.002639, ""2020"": 0.003063, ""2021"": 0.002677, ""2022"": 0.00156, ""2023"": 0.001742}",0.002336,-0.00024309,33069-62-4,name
poly-lysine,Sigma-Aldrich,P7280,5,"2018,2020,2021,2024","{""2018"": 1, ""2020"": 2, ""2021"": 1, ""2024"": 1}","{""2018"": 0.002639, ""2020"": 0.003063, ""2021"": 0.001339, ""2024"": 0.002299}",0.002335,-9.318e-05,73565-55-6,sigma_sid
kod hot start dna polymerase,Novagen,71086-3,7,"2017,2019,2020,2021,2022,2023,2024","{""2017"": 1, ""2019"": 1, ""2020"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 1}","{""2017"": 0.006173, ""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299}",0.002335,-0.00044016,,not_found
streptavidin apc,Biolegend,Cat# 405207,8,"2019,2020,2021,2023,2024,2025","{""2019"": 1, ""2020"": 1, ""2021"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 2}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.001339, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.003656}",0.002335,0.00034129,,not_found
bca protein assay kit,Thermo Fisher Scientific,23252,6,"2018,2021,2023,2024,2025","{""2018"": 1, ""2021"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2021"": 0.001339, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002335,0.00010004,,not_found
na 2 atp,Sigma-Aldrich,Cat # A3377-100G,7,"2019,2020,2021,2023,2024","{""2019"": 1, ""2020"": 3, ""2021"": 1, ""2023"": 1, ""2024"": 1}","{""2019"": 0.001698, ""2020"": 0.004594, ""2021"": 0.001339, ""2023"": 0.001742, ""2024"": 0.002299}",0.002334,-0.00013242,,not_found
annexin v,BD Biosciences,640950; RRID: AB_2721650,5,"2018,2019,2021,2025","{""2018"": 1, ""2019"": 1, ""2021"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2019"": 0.001698, ""2021"": 0.001339, ""2025"": 0.003656}",0.002333,0.00019641,,not_found
terrific broth,Research Products International,Cat#BP2468500,7,"2019,2020,2022,2023,2025","{""2019"": 1, ""2020"": 1, ""2022"": 2, ""2023"": 2, ""2025"": 1}","{""2019"": 0.001698, ""2020"": 0.001531, ""2022"": 0.00312, ""2023"": 0.003484, ""2025"": 0.001828}",0.002332,0.00013794,,not_found
angiotensin ii,Sigma,1158,7,"2020,2021,2022,2023,2025","{""2020"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2025"": 3}","{""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2025"": 0.005484}",0.002331,0.00077451,4474-91-3,name
ribonucleoside vanadyl complex,New England Biolabs,Cat# S1402S,7,"2019,2021,2022,2023,2025","{""2019"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 3, ""2025"": 1}","{""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.005226, ""2025"": 0.001828}",0.00233,0.00021394,,not_found
ctp,Sigma,C1506,6,"2020,2021,2023,2025","{""2020"": 2, ""2021"": 2, ""2023"": 1, ""2025"": 1}","{""2020"": 0.003063, ""2021"": 0.002677, ""2023"": 0.001742, ""2025"": 0.001828}",0.002328,-0.00026467,36051-68-0,sigma_sid
utp,Sigma,Cat#U6750,6,"2020,2021,2023,2025","{""2020"": 2, ""2021"": 2, ""2023"": 1, ""2025"": 1}","{""2020"": 0.003063, ""2021"": 0.002677, ""2023"": 0.001742, ""2025"": 0.001828}",0.002328,-0.00026467,19817-92-6,sigma_sid
jasplakinolide,Thermo Fisher Scientific,Cat#J4580,6,"2018,2019,2022,2023,2024","{""2018"": 1, ""2019"": 2, ""2022"": 1, ""2023"": 1, ""2024"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299}",0.002327,-0.00019003,102396-24-7,name
gentle cell dissociation reagent,STEMCELL Technologies,Cat# 100-0485,8,"2019,2021,2022,2023,2024,2025","{""2019"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 3, ""2024"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.005226, ""2024"": 0.002299, ""2025"": 0.001828}",0.002325,0.00018114,,not_found
t4 dna ligase reaction buffer,NEB,Cat# B0202S,8,"2019,2021,2022,2023,2024,2025","{""2019"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 3, ""2024"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.005226, ""2024"": 0.002299, ""2025"": 0.001828}",0.002325,0.00018114,,not_found
blasticidin s hydrochloride,Wako,Cat#029-18701,5,"2020,2021,2024,2025","{""2020"": 1, ""2021"": 1, ""2024"": 2, ""2025"": 1}","{""2020"": 0.001531, ""2021"": 0.001339, ""2024"": 0.004598, ""2025"": 0.001828}",0.002324,0.0003312,,name
zinc sulfate heptahydrate,Sigma-Aldrich,Cat#Z0251–100G,5,"2020,2021,2024,2025","{""2020"": 1, ""2021"": 1, ""2024"": 2, ""2025"": 1}","{""2020"": 0.001531, ""2021"": 0.001339, ""2024"": 0.004598, ""2025"": 0.001828}",0.002324,0.0003312,7446-20-0,name
prolong diamond,Thermo Fisher,P36970,8,"2019,2020,2022,2023,2024,2025","{""2019"": 1, ""2020"": 2, ""2022"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2020"": 0.003063, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.001828}",0.002322,9.5e-07,,not_found
rnaimax transfection reagent,Thermo Fisher Scientific,Cat# 13778075,5,"2018,2021,2023,2025","{""2018"": 1, ""2021"": 1, ""2023"": 2, ""2025"": 1}","{""2018"": 0.002639, ""2021"": 0.001339, ""2023"": 0.003484, ""2025"": 0.001828}",0.002322,-2.249e-05,,not_found
5-fluoroorotic acid monohydrate,Toronto Research Chemicals,Cat#F595000; CAS: 220141-70-8,5,"2018,2021,2023,2025","{""2018"": 1, ""2021"": 1, ""2023"": 2, ""2025"": 1}","{""2018"": 0.002639, ""2021"": 0.001339, ""2023"": 0.003484, ""2025"": 0.001828}",0.002322,-2.249e-05,220141-70-8,name
ls columns,Miltenyi Biotec,130-042-401,6,"2019,2021,2023,2025","{""2019"": 1, ""2021"": 3, ""2023"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2021"": 0.004016, ""2023"": 0.001742, ""2025"": 0.001828}",0.002321,-9.414e-05,,not_found
luciferase cell culture lysis 5x reagent,Promega,Cat# E1531,6,"2019,2021,2023,2025","{""2019"": 1, ""2021"": 3, ""2023"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2021"": 0.004016, ""2023"": 0.001742, ""2025"": 0.001828}",0.002321,-9.414e-05,,not_found
superscript iv first-strand synthesis system,Invitrogen,18091050,6,"2019,2021,2023,2025","{""2019"": 1, ""2021"": 3, ""2023"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2021"": 0.004016, ""2023"": 0.001742, ""2025"": 0.001828}",0.002321,-9.414e-05,,not_found
exonuclease iii,Promega,Cat#M0206S,9,"2018,2019,2020,2021,2023,2024,2025","{""2018"": 1, ""2019"": 1, ""2020"": 1, ""2021"": 2, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.002677, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.00232,0.00012472,,not_found
depc-treated water,Invitrogen,Cat#AM9916,10,"2019,2020,2021,2022,2023,2024,2025","{""2019"": 1, ""2020"": 1, ""2021"": 3, ""2022"": 2, ""2023"": 1, ""2024"": 1, ""2025"": 1}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00312, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.001828}",0.002319,-1.243e-05,,not_found
10x tris/glycine buffer,BioRad,1610734,5,"2022,2023,2024,2025","{""2022"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002314,0.00068454,,not_found
l-azidohomoalanine,Fisher Scientific,1066,5,"2022,2023,2024,2025","{""2022"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002314,0.00068454,120042-14-0,name
dulbecco’s modified eagles medium,Sigma-Aldrich,Cat#: 11965-092,7,"2020,2021,2022,2023,2024","{""2020"": 1, ""2021"": 2, ""2022"": 1, ""2023"": 2, ""2024"": 1}","{""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299}",0.00231,0.00023419,,not_found
"3,3′,5-triiodo-l-thyronine sodium salt",Sigma-Aldrich,Cat#T6397,5,"2021,2022,2023,2024","{""2021"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 2}","{""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.004598}",0.00231,0.00099591,55-06-1,sigma_sid
anti-biotin microbeads,Miltenyi Biotec,130-090-485,5,"2018,2019,2020,2025","{""2018"": 1, ""2019"": 1, ""2020"": 2, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.003063, ""2025"": 0.001828}",0.002307,-8.44e-05,,not_found
rnasin plus ribonuclease inhibitor,Promega,Cat# N2611,8,"2018,2019,2021,2022,2023,2025","{""2018"": 1, ""2019"": 2, ""2021"": 2, ""2022"": 1, ""2023"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2021"": 0.002677, ""2022"": 0.00156, ""2023"": 0.001742, ""2025"": 0.001828}",0.002307,-0.00020891,,not_found
recombinant human scf protein,R&D Systems,255-SC-200/CF,5,"2020,2023,2024,2025","{""2020"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 2}","{""2020"": 0.001531, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.003656}",0.002307,0.00035838,,not_found
glutathione sepharose,Cytiva,Cat# 17-5132-02,5,"2018,2019,2022,2023","{""2018"": 1, ""2019"": 1, ""2022"": 2, ""2023"": 1}","{""2018"": 0.002639, ""2019"": 0.001698, ""2022"": 0.00312, ""2023"": 0.001742}",0.0023,-6.32e-06,,not_found
folic acid,Sigma,Cat. no. F8758-5G,5,"2018,2019,2021,2025","{""2018"": 1, ""2019"": 2, ""2021"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2021"": 0.001339, ""2025"": 0.001828}",0.0023,-0.00017718,59-30-3,name
nhei,New England Biolabs,Cat# R3131S,5,"2018,2019,2021,2025","{""2018"": 1, ""2019"": 2, ""2021"": 1, ""2025"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2021"": 0.001339, ""2025"": 0.001828}",0.0023,-0.00017718,,not_found
circligase ssdna ligase,Lucigen,Cat#CL4111K,8,"2018,2019,2020,2021,2022,2023","{""2018"": 1, ""2019"": 1, ""2020"": 2, ""2021"": 1, ""2022"": 1, ""2023"": 2}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.003484}",0.002297,5.976e-05,,not_found
non-fat dry milk,LabScientific,#732-291-1940,7,"2020,2021,2022,2023,2025","{""2020"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 3, ""2025"": 1}","{""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.005226, ""2025"": 0.001828}",0.002297,0.00027112,,not_found
anti-flag® m2 affinity gel,Millipore,A2220,7,"2019,2020,2021,2023,2024","{""2019"": 1, ""2020"": 2, ""2021"": 2, ""2023"": 1, ""2024"": 1}","{""2019"": 0.001698, ""2020"": 0.003063, ""2021"": 0.002677, ""2023"": 0.001742, ""2024"": 0.002299}",0.002296,-3.89e-05,,not_found
leucine,Sigma-Aldrich,Cat# L8000,5,"2022,2023,2024,2025","{""2022"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 1}","{""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.001828}",0.002293,-3.812e-05,61-90-5,sigma_sid
sypro orange,Sigma,S6650,7,"2019,2020,2021,2022,2024","{""2019"": 2, ""2020"": 1, ""2021"": 2, ""2022"": 1, ""2024"": 1}","{""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00156, ""2024"": 0.002299}",0.002293,-0.00014585,,not_found
mycobacterium tuberculosis h37ra,BD,Cat# 90002-208,5,"2018,2020,2021,2025","{""2018"": 1, ""2020"": 1, ""2021"": 1, ""2025"": 2}","{""2018"": 0.002639, ""2020"": 0.001531, ""2021"": 0.001339, ""2025"": 0.003656}",0.002291,0.00019916,,not_found
isopropyl-β-d-thiogalactopyranoside,Goldbio,I2481C,5,"2019,2020,2021,2024","{""2019"": 1, ""2020"": 1, ""2021"": 1, ""2024"": 2}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.001339, ""2024"": 0.004598}",0.002291,0.00063329,,not_found
sir-tubulin,Spirochrome,Cat#SC002,6,"2020,2021,2022,2025","{""2020"": 1, ""2021"": 2, ""2022"": 2, ""2025"": 1}","{""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00312, ""2025"": 0.001828}",0.002289,-1.826e-05,,not_found
